Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,Accuracy_95CI_Low,Accuracy_95CI_High,AUC_Mean,AUC_Std,AUC_95CI_Low,AUC_95CI_High,Sensitivity_Mean,Sensitivity_Std,Sensitivity_95CI_Low,Sensitivity_95CI_High,Specificity_Mean,Specificity_Std,Specificity_95CI_Low,Specificity_95CI_High,F1-score_Mean,F1-score_Std,F1-score_95CI_Low,F1-score_95CI_High,Mean_TP,Mean_TN,Mean_FP,Mean_FN
NC vs MCI,100,After Scaling,LR (L2),0.6879518072289156,0.0471267643749589,0.6294362005526972,0.7464674139051339,0.7351417258950761,0.0436522477975408,0.6809403013641999,0.7893431504259523,0.6651232192215799,0.0555107456688868,0.5961975248110774,0.7340489136320825,0.7062673272926011,0.0683519997221601,0.621397110032361,0.7911375445528412,0.6255475676631621,0.0513632980414093,0.561771609656134,0.6893235256701902,43.2,71.0,29.8,22.0
NC vs MCI,100,After Scaling,LR (ElasticNet),0.6987951807228916,0.0609893275039656,0.6230669284865586,0.7745234329592245,0.7518352512797326,0.0443323239540537,0.6967894006692776,0.8068811018901876,0.6459501700485307,0.0588258710737175,0.5729082037733193,0.7189921363237421,0.7359369442907465,0.0829900887452512,0.6328911388880325,0.8389827496934605,0.6278011220476701,0.0655432173969117,0.5464184686794821,0.7091837754158582,42.0,74.0,26.8,23.2
NC vs MCI,100,After Scaling,SVM (Linear),0.6831325301204819,0.0284475155496809,0.6478102742241012,0.7184547860168626,0.7358332358865239,0.0369059150488772,0.6900084898495664,0.7816579819234815,0.6614638912999568,0.0273657417875104,0.6274848349382647,0.6954429476616488,0.6996755797247831,0.0470319411205705,0.6412777116697314,0.7580734477798349,0.6204624196478054,0.0291911567025438,0.5842168113043321,0.6567080279912786,43.0,70.4,30.4,22.2
NC vs MCI,100,After Scaling,SVM (RBF),0.6975903614457832,0.0554413270594869,0.628750861623378,0.7664298612681885,0.7466967479837298,0.0340526565432381,0.704414790310793,0.7889787056566665,0.620271404369765,0.0534227512363513,0.5539382974745918,0.6866045112649383,0.7489921671833525,0.0735307833388102,0.6576916407518305,0.8402926936148745,0.6178833321023615,0.0425725851877715,0.5650224857642426,0.6707441784404803,40.2,75.6,25.2,25.0
NC vs MCI,100,After Scaling,SVM (Poly d2),0.5265060240963856,0.0922100072690454,0.4120121777963043,0.6409998703964669,0.3703783436427225,0.0435006346267793,0.3163651717276345,0.4243915155578106,0.38,0.521536192416212,-0.2675727138834826,1.0275727138834827,0.6548427672955975,0.4752433646944356,0.0647501909692939,1.244935343621901,0.22,0.3012645524759134,-0.1540693487443111,0.5940693487443112,23.0,64.4,36.4,42.2
NC vs MCI,100,After Scaling,SVM (Sigmoid),0.6939759036144577,0.0263962678315742,0.6612006081610478,0.7267511990678677,0.7341041297729705,0.0374848506656397,0.6875605402234011,0.7806477193225398,0.4543988798087158,0.0587625389909491,0.3814355507006092,0.5273622089168225,0.8499074168476308,0.0358816100059013,0.8053545135057151,0.8944603201895466,0.5361741248770558,0.0502524653232893,0.4737774478641442,0.5985708018899675,29.6,85.6,15.2,35.6
NC vs AD,100,Before Scaling,LR (L1),0.8070402222103521,0.0293541568601252,0.7705922224395085,0.8434882219811957,0.8731147108652484,0.025013633934464,0.8420561821445763,0.9041732395859204,0.7779840078620566,0.0552144113980296,0.7094262610471115,0.8465417546770017,0.8357030960385383,0.025034141280668,0.804619104084386,0.8667870879926907,0.7931993963212057,0.0338783947531878,0.7511338132392369,0.8352649794031746,72.2,84.2,16.6,20.8
NC vs AD,100,Before Scaling,LR (L2),0.7936328187596817,0.0272649275543375,0.759778939801827,0.8274866977175365,0.8646441560771294,0.0229668975998324,0.8361269861769849,0.8931613259772739,0.7705999285267578,0.0533048894086937,0.7044131664197496,0.8367866906337661,0.8160445550897716,0.0238336214728333,0.7864512053601382,0.8456379048194049,0.7799352728196659,0.0357056342814762,0.7356008721993266,0.8242696734400052,71.6,82.2,18.6,21.4
NC vs AD,100,Before Scaling,LR (ElasticNet),0.7977511885048877,0.0297569369846709,0.7608030711542036,0.8346993058555717,0.8714565959098675,0.0245540372774964,0.8409687318118468,0.901944460007888,0.7799651567944251,0.0612695516655,0.7038889603052881,0.8560413532835621,0.815375037523232,0.0349367857296174,0.771995288469807,0.858754786576657,0.7856779850525187,0.0346015327807328,0.7427145075160153,0.8286414625890222,72.4,82.2,18.6,20.6
NC vs AD,100,Before Scaling,SVM (Linear),0.7905560600395278,0.0332201100209183,0.7493078454101854,0.8318042746688703,0.8630567352423885,0.0300340075461781,0.8257645893505188,0.9003488811342581,0.7607098186366479,0.0486887538478693,0.7002547458663435,0.8211648914069523,0.8193644284639158,0.0446240647904626,0.763956333760086,0.8747725231677456,0.7748114526741918,0.0444729341887582,0.7195910113975252,0.8300318939508584,70.8,82.4,18.4,22.2
