Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,AUC_Mean,AUC_Std,Sensitivity_Mean,Sensitivity_Std,Specificity_Mean,Specificity_Std,F1-score_Mean,F1-score_Std
NC vs AD,50,After Scaling,LogisticRegression,0.8382978723404255,0.04898240184349505,0.8891004721856138,0.021159293625490974,0.71200472162109,0.12664626378053195,0.9028213507625272,0.08514290067662539,0.7666463062879636,0.06620955158212047
MCI vs AD,50,Before Scaling,NeuralNet,0.5415850815850816,0.19901392964804443,0.5143471958154845,0.12100493713209241,0.4958133971291866,0.38075451652521886,0.580568665377176,0.36472887028099327,0.3104471544715447,0.20439857512562282
MCI vs AD,50,Before Scaling,KNN,0.7232634032634033,0.05499224302915421,0.5445843048851676,0.02975601217901681,0.03766233766233766,0.06201213707175751,0.9791325695581016,0.026074458210073342,0.06445012787723785,0.1026592221323957
MCI vs AD,50,Before Scaling,RandomForest,0.7385547785547786,0.058340429534680625,0.6898981118972084,0.06865756874335428,0.04107142857142857,0.06300813844420482,1.0,0.0,0.07352941176470588,0.11102697698927573
MCI vs AD,50,Before Scaling,SVM,0.7294172494172495,0.05225070544640242,0.7196625059846327,0.03450743637253743,0.014285714285714285,0.031943828249996996,0.9957446808510639,0.009515182882977842,0.026666666666666665,0.05962847939999438
MCI vs AD,50,Before Scaling,LogisticRegression,0.7261538461538461,0.053857101380587115,0.7216663209227343,0.03723374401532658,0.42707811194653295,0.12623937465676136,0.8382154441303378,0.05094643896663366,0.4515442200271921,0.11606931084475643
MCI vs AD,50,After Scaling,NeuralNet,0.48097902097902095,0.1570739828164756,0.44338376740840346,0.11555308283803568,0.4915413533834586,0.3367115394609319,0.4893795566135992,0.32933396337504817,0.28024597736678514,0.159693609630317
MCI vs AD,50,After Scaling,KNN,0.7234032634032633,0.05396927366655112,0.5762674135308514,0.04263504922401611,0.025396825396825397,0.03522593812884467,0.9832340425531916,0.0177340138355075,0.04666666666666667,0.0649786289653931
MCI vs AD,50,After Scaling,RandomForest,0.7355244755244756,0.056485722700152736,0.6872780615721673,0.016744032310656336,0.04107142857142857,0.06300813844420482,0.9960000000000001,0.008944271909999166,0.07222222222222222,0.11041448285750993
MCI vs AD,50,After Scaling,SVM,0.7294638694638695,0.046064168487134495,0.7158628450231321,0.056725379596784135,0.0,0.0,1.0,0.0,0.0,0.0
MCI vs AD,50,After Scaling,LogisticRegression,0.7536130536130538,0.04232550820244804,0.7180434628460435,0.04224006097164483,0.3459349130401762,0.08950189109159161,0.9099782770421069,0.051900149843759,0.42595848595848607,0.0813204046354776
